feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length,simple_path_length,norm_path_length
(CAD) coronary artery disease genetic risk,C0010068,Coronary heart disease,Coronary heart disease. An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.,0,0.598,0.0,1.0,0.2,0.0111,0.3247,-0.002,0.0005,(CAD) coronary artery disease genetic risk,1.08,4476,(CAD) coronary artery disease genetic risk < -2.00,0.15,0.17,2,19,0.01
(CAD) coronary artery disease genetic risk,C1956346,Coronary Artery Disease,"Coronary Artery Disease. Pathological processes of CORONARY ARTERIES that may derive from a congenital abnormality, atherosclerotic, or non-atherosclerotic cause.",0,0.654,0.0,1.0,0.2,0.0111,0.3247,-0.002,0.0005,(CAD) coronary artery disease genetic risk,1.08,4476,(CAD) coronary artery disease genetic risk < -2.00,0.15,0.17,99,114,inf
(CAD) coronary artery disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.714,0.0,1.0,0.2,0.0111,0.3247,-0.002,0.0005,(CAD) coronary artery disease genetic risk,1.08,4476,(CAD) coronary artery disease genetic risk < -2.00,0.15,0.17,3,65,16.25
Personal history of diseases of digestive system,C0424945,Social and personal history,Social and personal history. ,0,0.224,0.0,1.0,0.2,0.0104,0.0,0.016,0.0006,Personal history of diseases of digestive system,1.92,504,Personal history of diseases of digestive system >= 5.40,0.36,0.36,99,0,0.0
Personal history of diseases of digestive system,C0012240,Gastrointestinal system,"Gastrointestinal system. A group of organs stretching from the MOUTH to the ANUS, serving to breakdown foods, assimilate nutrients, and eliminate waste. In humans, the digestive system includes the GASTROINTESTINAL TRACT and the accessory glands (LIVER; BILIARY TRACT; PANCREAS).",0,0.591,0.0,1.0,0.2,0.0104,0.0,0.016,0.0006,Personal history of diseases of digestive system,1.92,504,Personal history of diseases of digestive system >= 5.40,0.36,0.36,2,297,3.45
Personal history of diseases of digestive system,C2930967,Gastro-enteropancreatic neuroendocrine tumor,Gastro-enteropancreatic neuroendocrine tumor. A well-differentiated neuroendocrine tumor arising from the digestive system. It is characterized by the presence of cells with features similar to those of the normal endocrine cells of the digestive system. The neoplastic cells express immunohistochemical evidence of neuroendocrine differentiation and hormones. There is mild to moderate nuclear atypia and less than 20 mitoses per 10 HPF. It includes well-differentiated endocrine tumors or carcinoid tumors and well-differentiated endocrine carcinomas.,0,0.311,0.0,1.0,0.2,0.0104,0.0,0.016,0.0006,Personal history of diseases of digestive system,1.92,504,Personal history of diseases of digestive system >= 5.40,0.36,0.36,2,33,1.38
Personal history of diseases of digestive system,C1517465,Digestive System Part,Digestive System Part. A term that refers to any anatomic structure that is part of the digestive system.,0,0.544,0.0,1.0,0.2,0.0104,0.0,0.016,0.0006,Personal history of diseases of digestive system,1.92,504,Personal history of diseases of digestive system >= 5.40,0.36,0.36,99,31,inf
SHBG,C0036883,Sex Hormone-Binding Globulin,"Sex Hormone-Binding Globulin. A glycoprotein migrating as a beta-globulin. Its molecular weight, 52,000 or 95,000-115,000, indicates that it exists as a dimer. The protein binds testosterone, dihydrotestosterone, and estradiol in the plasma. Sex hormone-binding protein has the same amino acid sequence as ANDROGEN-BINDING PROTEIN. They differ by their sites of synthesis and post-translational oligosaccharide modifications.",0,0.45,0.0,0.0,0.0,0.0102,0.0,-0.015,0.0004,SHBG,1.34,508,-0.18 <= SHBG < -0.18,0.03,0.12,2,0,0.0
SHBG,C0312446,Somatotropin binding globulin,Somatotropin binding globulin. ,0,0.518,0.0,0.0,0.0,0.0102,0.0,-0.015,0.0004,SHBG,1.34,508,-0.18 <= SHBG < -0.18,0.03,0.12,99,0,0.0
SHBG,C1366439,SHBG gene,SHBG gene. This gene is involved in the regulation of steroid hormones.,0,0.622,0.0,0.0,0.0,0.0102,0.0,-0.015,0.0004,SHBG,1.34,508,-0.18 <= SHBG < -0.18,0.03,0.12,2,0,0.0
Oily fish intake 2-4 times a week,C0453017,Fatty fish,Fatty fish. ,0,0.568,0.0,0.0,0.0,0.0098,0.0,-0.017,0.0023,Oily fish intake_2-4 times a week,1.02,156409,Oily fish intake_2-4 times a week < 0.50,0.07,0.12,2,230,38.33
Oily fish intake 2-4 times a week,C1512806,Intake,"Intake. The process of taking in a substance, especially by eating or drinking, or the quantities thereof; admittance of people to a place or organization at a particular time.",0,0.183,0.0,0.0,0.0,0.0098,0.0,-0.017,0.0023,Oily fish intake_2-4 times a week,1.02,156409,Oily fish intake_2-4 times a week < 0.50,0.07,0.12,99,0,0.0
Oily fish intake 2-4 times a week,C3251814,Fluid Intake Measurement,Fluid Intake Measurement. Actions performed to measure the amount of fluid volume taken into the body,0,0.229,0.0,0.0,0.0,0.0098,0.0,-0.017,0.0023,Oily fish intake_2-4 times a week,1.02,156409,Oily fish intake_2-4 times a week < 0.50,0.07,0.12,99,0,0.0
Ethnic background British,C0596227,british,british. ,0,0.817,0.0,1.0,0.5,0.0096,0.0,0.015,0.0276,Ethnic background_British,1.02,168010,Ethnic background_British >= 0.50,0.03,0.05,2,132,0.55
(BD) bipolar disorder genetic risk,C2344255,BD Alcohol,BD Alcohol. ,0,0.204,0.0,0.0,0.0,0.0091,0.0093,-0.007,0.0,(BD) bipolar disorder genetic risk,1.03,101959,(BD) bipolar disorder genetic risk < 0.05,0.08,0.14,99,69,inf
(BD) bipolar disorder genetic risk,C0005586,Bipolar Disorder,Bipolar Disorder. A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,0,0.647,0.0,0.0,0.0,0.0091,0.0093,-0.007,0.0,(BD) bipolar disorder genetic risk,1.03,101959,(BD) bipolar disorder genetic risk < 0.05,0.08,0.14,2,0,0.0
(BD) bipolar disorder genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.649,0.0,0.0,0.0,0.0091,0.0093,-0.007,0.0,(BD) bipolar disorder genetic risk,1.03,101959,(BD) bipolar disorder genetic risk < 0.05,0.08,0.14,3,65,16.25
Albumin,C0001924,Albumins,"Albumins. Water-soluble proteins found in egg whites, blood, lymph, and other tissues and fluids. They coagulate upon heating.",0,0.835,0.0,0.0,0.0,0.009,0.0,-0.019,0.0005,Albumin,1.41,3512,Albumin < -2.40,0.03,0.03,2,98,0.04
Albumin,C1412332,ALB gene,ALB gene. ,0,0.596,0.0,0.0,0.0,0.009,0.0,-0.019,0.0005,Albumin,1.41,3512,Albumin < -2.40,0.03,0.03,2,0,0.0
(VTE) venous thromboembolic disease genetic risk,C1997614,Thromboembolism of vein,Thromboembolism of vein. ,0,0.361,0.0,0.0,0.0,0.0086,0.0022,0.007,0.0014,(VTE) venous thromboembolic disease genetic risk,1.06,19054,-0.14 <= (VTE) venous thromboembolic disease genetic risk < 0.02,0.03,0.03,2,0,0.0
(VTE) venous thromboembolic disease genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.708,0.0,0.0,0.0,0.0086,0.0022,0.007,0.0014,(VTE) venous thromboembolic disease genetic risk,1.06,19054,-0.14 <= (VTE) venous thromboembolic disease genetic risk < 0.02,0.03,0.03,3,65,16.25
(HEIGHT) height genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.707,0.0,0.0,0.0,0.0085,0.0001,0.007,0.0006,(HEIGHT) height genetic risk,1.17,1601,-1.70 <= (HEIGHT) height genetic risk < -1.60,0.06,0.13,3,65,16.25
Sex,C0009253,Coitus,"Coitus. The sexual union of a male and a female, a term used for human only.",0,0.731,0.0,1.0,0.3,0.0084,0.0,0.024,0.0173,Sex,1.06,111998,Sex >= -0.18,0.04,0.04,2,116,0.09
Sex,C0036864,Sex Behavior,Sex Behavior. Sexual activities of humans.,0,0.666,0.0,1.0,0.3,0.0084,0.0,0.024,0.0173,Sex,1.06,111998,Sex >= -0.18,0.04,0.04,2,274,0.8
Vitamin D,C0014695,ergocalciferol,"ergocalciferol. Vitamin D2, a fat-soluble vitamin important for many biochemical processes including the absorption and metabolism of calcium and phosphorus. In vivo, ergocalciferol is formed after sun (ultraviolet) irradiation of plant-derived ergosterol, another form of vitamin D. Ergocalciferol is the form of vitamin D usually found in vitamin supplements. (NCI04)",0,0.686,0.0,0.0,0.0,0.0083,0.0,-0.023,0.0006,Vitamin D,1.3,2610,-1.60 <= Vitamin D < -1.50,0.08,0.1,2,80,0.07
Vitamin D,C0042866,vitamin D,"vitamin D. A vitamin that includes both CHOLECALCIFEROLS and ERGOCALCIFEROLS, which have the common effect of preventing or curing RICKETS in animals. It can also be viewed as a hormone since it can be formed in SKIN by action of ULTRAVIOLET RAYS upon the precursors, 7-dehydrocholesterol and ERGOSTEROL, and acts on VITAMIN D RECEPTORS to regulate CALCIUM in opposition to PARATHYROID HORMONE.",0,0.721,0.0,0.0,0.0,0.0083,0.0,-0.023,0.0006,Vitamin D,1.3,2610,-1.60 <= Vitamin D < -1.50,0.08,0.1,2,357,0.17
Vitamin D,C0523979,Vitamin D3 measurement,Vitamin D3 measurement. The determination of the amount of Vitamin D3 present in a sample.,0,0.567,0.0,0.0,0.0,0.0083,0.0,-0.023,0.0006,Vitamin D,1.3,2610,-1.60 <= Vitamin D < -1.50,0.08,0.1,99,28,inf
Myopia diagnosis,C0027092,Myopia,"Myopia. A refractive error in which rays of light entering the EYE parallel to the optic axis are brought to a focus in front of the RETINA when accommodation (ACCOMMODATION, OCULAR) is relaxed. This results from an overly curved CORNEA or from the eyeball being too long from front to back. It is also called nearsightedness.",0,0.661,0.0,0.0,0.0,0.0074,0.0,0.012,0.0325,Myopia diagnosis_None,1.02,147766,Myopia diagnosis_None >= 0.50,0.13,0.13,2,0,0.0
Myopia diagnosis,C1546899,Diagnosis Classification - Diagnosis,Diagnosis Classification - Diagnosis. ,0,0.363,0.0,0.0,0.0,0.0074,0.0,0.012,0.0325,Myopia diagnosis_None,1.02,147766,Myopia diagnosis_None >= 0.50,0.13,0.13,99,116,inf
Weight change compared with 1 year ago No - weigh about the same,C0005911,Body Weight Changes,Body Weight Changes. A clinical manifestation consisting of alterations in an individual's weight from his or her norm.,0,0.609,0.0,0.0,0.0,0.0072,0.0,-0.029,0.0267,Weight change compared with 1 year ago_No - weigh about the same,1.09,94757,Weight change compared with 1 year ago_No - weigh about the same < 0.50,0.04,0.04,2,0,0.0
Salt added to food Never/rarely,C0036140,Salts,"Salts. Substances produced from the reaction between acids and bases; compounds consisting of a metal (positive) and nonmetal (negative) radical. (Grant & Hackh's Chemical Dictionary, 5th ed)",0,0.359,0.0,0.0,0.0,0.0072,0.0,-0.014,0.0268,Salt added to food_Never/rarely,1.05,87463,Salt added to food_Never/rarely < 0.50,0.04,0.04,2,74,0.1
Salt added to food Never/rarely,C0037494,sodium chloride,sodium chloride. A ubiquitous sodium salt that is commonly used to season food.,0,0.57,0.0,0.0,0.0,0.0072,0.0,-0.014,0.0268,Salt added to food_Never/rarely,1.05,87463,Salt added to food_Never/rarely < 0.50,0.04,0.04,2,92,0.02
Salt added to food Never/rarely,C0206136,"Sodium Chloride, Dietary","Sodium Chloride, Dietary. Sodium chloride used in foods.",0,0.601,0.0,0.0,0.0,0.0072,0.0,-0.014,0.0268,Salt added to food_Never/rarely,1.05,87463,Salt added to food_Never/rarely < 0.50,0.04,0.04,2,1,0.0
Salt added to food Never/rarely,C0016452,Food,Food. Substances taken in by the body to provide nourishment.,0,0.372,0.0,0.0,0.0,0.0072,0.0,-0.014,0.0268,Salt added to food_Never/rarely,1.05,87463,Salt added to food_Never/rarely < 0.50,0.04,0.04,2,11,0.01
Salt added to food Never/rarely,C3540798,Food allergenic extracts,Food allergenic extracts. ,0,0.245,0.0,0.0,0.0,0.0072,0.0,-0.014,0.0268,Salt added to food_Never/rarely,1.05,87463,Salt added to food_Never/rarely < 0.50,0.04,0.04,99,55,inf
Diverticulosis,C1510475,Diverticulosis,"Diverticulosis. A finding indicating the presence of multiple pouches, usually in the colonic or gastric wall.",0,0.798,0.0,0.0,0.0,0.0069,0.3174,0.008,0.0004,Diverticulosis,2.14,118,0.53 <= Diverticulosis < 0.80,0.34,0.34,2,0,0.0
Diverticulosis,C0810029,Diverticulosis and Diverticulitis,"Diverticulosis and Diverticulitis. <p>Diverticula are small pouches that bulge outward through the colon, or large intestine. If you have these pouches, you have a condition called diverticulosis. It becomes more common as people age. About half of all people over age 60 have it. Doctors believe the main cause is a low-fiber diet.</p> <p>Most people with diverticulosis don't have symptoms. Sometimes it causes mild cramps, bloating or constipation. Diverticulosis is often found through tests ordered for something else. For example, it is often found during a colonoscopy to screen for cancer. A high-fiber diet and mild pain reliever will often relieve symptoms.</p> <p>If the pouches become inflamed or infected, you have a condition called diverticulitis. The most common symptom is abdominal pain, usually on the left side. You may also have fever, nausea, vomiting, chills, cramping, and constipation. In serious cases, diverticulitis can lead to bleeding, tears, or blockages. Your doctor will do a physical exam and imaging tests to diagnose it. Treatment may include antibiotics, pain relievers, and a liquid diet. A serious case may require a hospital stay or surgery.</p> <p class="""">NIH: National Institute of Diabetes and Digestive and Kidney Diseases</p>",0,0.834,0.0,0.0,0.0,0.0069,0.3174,0.008,0.0004,Diverticulosis,2.14,118,0.53 <= Diverticulosis < 0.80,0.34,0.34,99,468,inf
medication atorvastatin,C0286651,atorvastatin,"atorvastatin. A synthetic lipid-lowering agent. Atorvastatin competitively inhibits hepatic hydroxymethyl-glutaryl coenzyme A (HMG-CoA) reductase, the enzyme which catalyzes the conversion of HMG-CoA to mevalonate, a key step in cholesterol synthesis. Atorvastatin also increases the number of LDL receptors on hepatic cell surfaces to enhance uptake and catabolism of LDL and reduces LDL production and the number of LDL particles. This agent lowers plasma cholesterol and lipoprotein levels and modulates immune responses by suppressing MHC II (major histocompatibility complex II) on interferon gamma-stimulated, antigen-presenting cells such as human vascular endothelial cells. (NCI04)",0,0.885,0.0,0.0,0.0,0.0064,0.0018,-0.007,0.0017,Treatment/medication code | Array 0__atorvastatin,1.0,187631,Treatment/medication code | Array 0__atorvastatin < 0.50,0.09,0.17,2,77,0.07
(AMD) age-related macular degeneration genetic risk,C0017921,Glycogen storage disease type II,"Glycogen storage disease type II. An autosomal recessively inherited glycogen storage disease caused by GLUCAN 1,4-ALPHA-GLUCOSIDASE deficiency. Large amounts of GLYCOGEN accumulate in the LYSOSOMES of skeletal muscle (MUSCLE, SKELETAL); HEART; LIVER; SPINAL CORD; and BRAIN. Three forms have been described: infantile, childhood, and adult. The infantile form is fatal in infancy and presents with hypotonia and a hypertrophic cardiomyopathy (CARDIOMYOPATHY, HYPERTROPHIC). The childhood form usually presents in the second year of life with proximal weakness and respiratory symptoms. The adult form consists of a slowly progressive proximal myopathy. (From Muscle Nerve 1995;3:S61-9; Menkes, Textbook of Child Neurology, 5th ed, pp73-4)",0,0.415,0.0,0.0,0.0,0.0062,0.0062,0.006,0.0,(AMD) age-related macular degeneration genetic risk,1.22,207,-0.01 <= (AMD) age-related macular degeneration genetic risk < -0.01,0.11,0.16,2,23,0.12
(AMD) age-related macular degeneration genetic risk,C0242383,Age related macular degeneration,"Age related macular degeneration. Age-related loss of vision in the central portion of the retina (macula), secondary to retinal degeneration.",0,0.76,0.0,0.0,0.0,0.0062,0.0062,0.006,0.0,(AMD) age-related macular degeneration genetic risk,1.22,207,-0.01 <= (AMD) age-related macular degeneration genetic risk < -0.01,0.11,0.16,2,144,0.12
(AMD) age-related macular degeneration genetic risk,C1517512,Genetic Risk,Genetic Risk. Risk of developing a disease based on a patient's heredity,0,0.541,0.0,0.0,0.0,0.0062,0.0062,0.006,0.0,(AMD) age-related macular degeneration genetic risk,1.22,207,-0.01 <= (AMD) age-related macular degeneration genetic risk < -0.01,0.11,0.16,3,65,16.25
Mean platelet (thrombocyte) volume,C0005821,Blood Platelets,Blood Platelets. Non-nucleated disk-shaped cells formed in the megakaryocyte and found in the blood of all mammals. They are mainly involved in blood coagulation.,0,0.534,0.0,0.0,0.0,0.0062,0.5958,-0.001,0.0002,Mean platelet (thrombocyte) volume,1.51,95,-1.70 <= Mean platelet (thrombocyte) volume < -1.60,-0.13,-0.13,2,16,0.01
Mean platelet (thrombocyte) volume,C0449468,Volume,Volume. The amount of three dimensional space occupied by an object or the capacity of a space or container.,0,0.409,0.0,0.0,0.0,0.0062,0.5958,-0.001,0.0002,Mean platelet (thrombocyte) volume,1.51,95,-1.70 <= Mean platelet (thrombocyte) volume < -1.60,-0.13,-0.13,2,5,0.02
Ethnic background Caribbean,C0043122,Caribbean Islands,"Caribbean Islands. Islands lying between southeastern North America and northern South America, enclosing the Caribbean Sea. They comprise the Greater Antilles (CUBA; DOMINICAN REPUBLIC; HAITI; JAMAICA; and PUERTO RICO), the Lesser Antilles (ANTIGUA AND BARBUDA and the other Leeward Islands, BARBADOS; MARTINIQUE and the other Windward Islands, NETHERLANDS ANTILLES; VIRGIN ISLANDS OF THE UNITED STATES, BRITISH VIRGINI ISLANDS, and the islands north of Venezuela which include TRINIDAD AND TOBAGO), and the BAHAMAS. (From Webster's New Geographical Dictionary, 1988, p1330)",0,0.66,0.0,1.0,0.2,0.0062,0.0,-0.015,0.0,Ethnic background_Caribbean,1.0,187777,Ethnic background_Caribbean < 0.50,-0.07,0.02,99,9,inf
Ethnic background Caribbean,C0206155,Caribbean region,"Caribbean region. The area that lies between continental North and South America and comprises the Caribbean Sea, the West Indies, and the adjacent mainland regions of southern Mexico, Central America, Colombia, and Venezuela.",0,0.707,0.0,1.0,0.2,0.0062,0.0,-0.015,0.0,Ethnic background_Caribbean,1.0,187777,Ethnic background_Caribbean < 0.50,-0.07,0.02,99,20,inf
