feature_name,cui,cui_nomenclature,cui_def,KG_Hits,sim_score,feature_level_min_kg_hits,feature_level_sum_kg_hits,feature_level_avg_kg_hits,feature_importance,p_val,corr,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Feature Split,sim_score_target_feat,sim_score_target_cui,shortest_path_length
Chronic ulcer of skin,C0333297,Chronic ulcer,Chronic ulcer. ,0,0.818,0.0,0.0,0.0,0.0004,0.1227,0.009,0.0002,Chronic ulcer of skin,1.0,90946,-3.30 <= Chronic ulcer of skin < 1.10,0.04,0.04,2
Chronic ulcer of skin,C0444099,Skin Specimen,Skin Specimen. ,0,0.422,0.0,0.0,0.0,0.0004,0.1227,0.009,0.0002,Chronic ulcer of skin,1.0,90946,-3.30 <= Chronic ulcer of skin < 1.10,0.04,0.04,2
Chronic ulcer of skin,C1123023,Skin,Skin. The outer covering of the body that protects it from the environment. It is composed of the DERMIS and the EPIDERMIS.,0,0.532,0.0,0.0,0.0,0.0004,0.1227,0.009,0.0002,Chronic ulcer of skin,1.0,90946,-3.30 <= Chronic ulcer of skin < 1.10,0.04,0.04,2
dietary changes in the last 5 years Prefer not to answer,C0392747,Changing,Changing. The act of alteration or modification; changed or altered in form or character.,0,0.267,0.0,1.0,0.3,0.0004,0.013,0.008,0.0,Major dietary changes in the last 5 years_Prefer not to answer,1.0,91330,Major dietary changes in the last 5 years_Prefer not to answer < 0.50,0.11,0.11,99
dietary changes in the last 5 years Prefer not to answer,C0443172,Changed status,Changed status. ,0,0.204,0.0,1.0,0.3,0.0004,0.013,0.008,0.0,Major dietary changes in the last 5 years_Prefer not to answer,1.0,91330,Major dietary changes in the last 5 years_Prefer not to answer < 0.50,0.11,0.11,99
chronic,C1555457,Provision of recurring care for chronic illness,Provision of recurring care for chronic illness. <p>Provision of recurring care for chronic illness.</p>,0,0.474,0.0,0.0,0.0,0.0004,0.1676,0.006,0.0,"Non-cancer illness code, self-reported | Array 3__chronic",1.0,91265,"Non-cancer illness code, self-reported | Array 3__chronic < 0.14",0.03,0.03,99
Other disorders of male genital organs,C1706428,Male Phenotype,"Male Phenotype. An animal who is observed by researcher or clinician to be male, the sex that ordinarily produces sperm.",0,0.243,0.0,1.0,0.3,0.0003,0.1992,-0.004,0.0001,Other disorders of male genital organs,1.0,90778,-0.17 <= Other disorders of male genital organs < 8.00,0.04,0.04,99
Other disorders of male genital organs,C0017420,Genitalia,Genitalia. The external and internal organs involved in the functions of REPRODUCTION.,0,0.593,0.0,1.0,0.3,0.0003,0.1992,-0.004,0.0001,Other disorders of male genital organs,1.0,90778,-0.17 <= Other disorders of male genital organs < 8.00,0.04,0.04,2
uterine polyps,C0156369,Uterine Polyp,Uterine Polyp. A benign protruding lesion arising either from the endometrial cavity (endometrial polyp) or the endocervix (endocervical polyp). It may occasionally recur following complete resection.,0,0.911,0.0,0.0,0.0,0.0003,0.0989,0.005,0.0,"Non-cancer illness code, self-reported | Array 2__uterine polyps",1.0,91558,"Non-cancer illness code, self-reported | Array 2__uterine polyps < 0.34",0.08,0.08,2
Job code at visit distribution,C0037775,Spatial Distribution,"Spatial Distribution. The placement, arrangement of instance of entities within a space.",0,0.157,0.0,0.0,0.0,0.0003,0.0831,0.006,0.0,Job code at visit__distribution,1.0,91227,Job code at visit__distribution < 0.23,-0.06,0.03,2
Job code at visit distribution,C1704711,Distribution,Distribution. The act of distributing or spreading or apportioning.,0,0.16,0.0,0.0,0.0,0.0003,0.0831,0.006,0.0,Job code at visit__distribution,1.0,91227,Job code at visit__distribution < 0.23,-0.06,0.03,99
angina,C0002962,Angina Pectoris,"Angina Pectoris. The symptom of paroxysmal pain consequent to MYOCARDIAL ISCHEMIA usually of distinctive character, location and radiation. It is thought to be provoked by a transient stressful situation during which the oxygen requirements of the MYOCARDIUM exceed that supplied by the CORONARY CIRCULATION.",0,0.688,0.0,0.0,0.0,0.0003,0.0,0.038,0.0006,"Non-cancer illness code, self-reported | Array 1__angina",1.74,2130,"Non-cancer illness code, self-reported | Array 1__angina >= 0.50",0.12,0.12,2
Calculus of bile duct,C0006736,Calculi,"Calculi. An abnormal concretion occurring mostly in the urinary and biliary tracts, usually composed of mineral salts. Also called stones.",0,0.602,0.0,0.0,0.0,0.0003,0.1227,0.004,0.0001,Calculus of bile duct,1.0,91266,-16.00 <= Calculus of bile duct < 6.80,0.02,0.02,2
Calculus of bile duct,C0392333,Mathematical Calculus,Mathematical Calculus. ,0,0.156,0.0,0.0,0.0,0.0003,0.1227,0.004,0.0001,Calculus of bile duct,1.0,91266,-16.00 <= Calculus of bile duct < 6.80,0.02,0.02,99
Calculus of bile duct,C0005400,Bile duct structure,"Bile duct structure. The channels that collect and transport the bile secretion from the BILE CANALICULI, the smallest branch of the BILIARY TRACT in the LIVER, through the bile ductules, the bile ducts out the liver, and to the GALLBLADDER for storage.",0,0.56,0.0,0.0,0.0,0.0003,0.1227,0.004,0.0001,Calculus of bile duct,1.0,91266,-16.00 <= Calculus of bile duct < 6.80,0.02,0.02,2
Pulmonary heart disease,C0034072,Cor pulmonale,"Cor pulmonale. Hypertrophy and dilation of the RIGHT VENTRICLE of the heart that is caused by PULMONARY HYPERTENSION. This condition is often associated with pulmonary parenchymal or vascular diseases, such as CHRONIC OBSTRUCTIVE PULMONARY DISEASE and PULMONARY EMBOLISM.",0,0.679,0.0,0.0,0.0,0.0003,0.0125,-0.007,0.0001,Pulmonary heart disease,1.0,90244,-0.40 <= Pulmonary heart disease < 2.90,0.01,0.01,2
"Medication for cholesterol, blood pressure or diabetes Medication Blood pressure medication",,,,0,1.0,0.0,0.0,0.0,0.005,0.0,0.055,0.0014,"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication",1.49,9276,"Medication for cholesterol, blood pressure or diabetes Medication_Blood pressure medication >= 0.50",-0.07,-0.07,2
Mental health conditions ever diagnosed by a professional group,,,,0,1.0,0.0,0.0,0.0,0.0268,0.0,-0.038,0.0022,Mental health conditions ever diagnosed by a professional__group,1.07,66419,Mental health conditions ever diagnosed by a professional__group < 0.01,-0.04,-0.04,2
medication arcoxia,,,,0,1.0,0.0,0.0,0.0,0.0008,0.0,0.016,0.0001,Treatment/medication code | Array 0__arcoxia,1.0,91515,Treatment/medication code | Array 0__arcoxia < 0.24,0.02,0.02,2
Home area population density - urban or rural Scotland - Large Urban Area,,,,0,1.0,0.0,0.0,0.0,0.0804,0.0,-0.052,0.0018,Home area population density - urban or rural_Scotland - Large Urban Area,1.04,87079,Home area population density - urban or rural_Scotland - Large Urban Area < 0.50,-0.03,0.08,2
Concentration of Large LDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0008,0.0,-0.024,0.0683,Concentration of Large LDL Particles,1.16,7437,-3.50 <= Concentration of Large LDL Particles < -0.85,-0.1,-0.1,2
Neuroticism score,,,,0,1.0,0.0,0.0,0.0,0.0076,0.2536,0.003,0.0001,Neuroticism score,1.13,6228,0.23 <= Neuroticism score < 0.58,-0.05,-0.05,2
medication tablet,,,,0,1.0,0.0,0.0,0.0,0.0071,0.001,-0.008,0.001,Treatment/medication code | Array 0__tablet,1.06,2375,0.26 <= Treatment/medication code | Array 0__tablet < 0.41,0.01,0.01,2
Complications of transplants and reattached limbs,,,,0,1.0,0.0,0.0,0.0,0.0006,0.1044,-0.002,0.0002,Complications of transplants and reattached limbs,0.99,89350,-1.40 <= Complications of transplants and reattached limbs < 0.39,0.06,0.06,2
"M19.99 - Arthrosis, unspecified (Site unspecified)",,,,0,1.0,0.0,0.0,0.0,0.0012,0.7569,0.004,0.0003,"M19.99 - Arthrosis, unspecified (Site unspecified)",0.99,89932,"-0.86 <= M19.99 - Arthrosis, unspecified (Site unspecified) < 0.02",0.15,0.15,2
Concentration of Small LDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0018,0.0,-0.017,0.0486,Concentration of Small LDL Particles,1.0,80534,-2.80 <= Concentration of Small LDL Particles < 0.19,-0.11,-0.11,2
"Long-standing illness, disability or infirmity",,,,0,1.0,0.0,0.0,0.0,0.0384,0.0,-0.087,0.0038,"Long-standing illness, disability or infirmity_No",1.28,42073,"Long-standing illness, disability or infirmity_No < 0.50",0.0,0.0,2
Cholesterol in Very Small VLDL,,,,0,1.0,0.0,0.0,0.0,0.0014,0.0,-0.029,0.0525,Cholesterol in Very Small VLDL,1.29,6102,-4.60 <= Cholesterol in Very Small VLDL < -1.30,-0.11,-0.11,2
Vascular/heart problems diagnosed by doctor Angina,,,,0,1.0,0.0,0.0,0.0,0.0004,0.078,-0.006,0.0,Vascular/heart problems diagnosed by doctor_Angina,1.0,90076,Vascular/heart problems diagnosed by doctor_Angina < 0.50,0.08,0.08,2
"Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",,,,0,1.0,0.0,0.0,0.0,0.0014,0.0004,-0.012,0.0001,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching",1.0,90185,"Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|Other professional qualifications eg: nursing, teaching < 0.50",-0.08,-0.08,2
Job code at visit officers,,,,0,1.0,0.0,0.0,0.0,0.0005,0.0166,-0.009,0.0001,Job code at visit__officers,1.01,88472,Job code at visit__officers < 0.09,-0.06,0.02,2
Job code at visit sales,,,,0,1.0,0.0,0.0,0.0,0.0007,0.0298,0.007,0.0001,Job code at visit__sales,1.26,1227,0.41 <= Job code at visit__sales < 0.45,-0.05,-0.04,2
"Medication for cholesterol, blood pressure or diabetes Blood pressure medication",,,,0,1.0,0.0,0.0,0.0,0.0005,0.0,0.055,0.0014,"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication",1.49,9276,"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication >= 0.50",-0.08,-0.08,2
"Z13.9 - Special screening examination, unspecified",,,,0,1.0,0.0,0.0,0.0,0.0003,0.0989,-0.002,0.0002,"Z13.9 - Special screening examination, unspecified",1.0,91232,"Z13.9 - Special screening examination, unspecified >= -0.92",0.02,0.02,2
Qualifications A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0109,-0.008,0.0,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,1.0,90738,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent < 0.50,-0.01,-0.01,2
"dietary changes in the last 5 years Yes, because of other reasons",,,,0,1.0,0.0,0.0,0.0,0.003,0.0065,-0.009,0.0,"Major dietary changes in the last 5 years_Yes, because of other reasons",1.02,67117,"Major dietary changes in the last 5 years_Yes, because of other reasons < 0.50",0.11,0.11,2
"I48.9 - Atrial fibrillation and atrial flutter, unspecified",,,,0,1.0,0.0,0.0,0.0,0.0057,0.4092,0.008,0.0004,"I48.9 - Atrial fibrillation and atrial flutter, unspecified",0.99,89925,"-2.70 <= I48.9 - Atrial fibrillation and atrial flutter, unspecified < 1.10",0.06,0.13,2
Basophill count,,,,0,1.0,0.0,0.0,0.0,0.0162,0.0,0.023,0.0009,Basophill count,1.34,2006,1.70 <= Basophill count < 5.80,-0.03,-0.03,2
Mental health conditions ever diagnosed by a professional group depression,,,,0,1.0,0.0,0.0,0.0,0.0006,0.0,-0.015,0.001,Mental health conditions ever diagnosed by a professional__group depression,1.01,87484,Mental health conditions ever diagnosed by a professional__group depression < 0.15,0.03,0.03,2
Pulse wave reflection index,,,,0,1.0,0.0,0.0,0.0,0.0058,0.6607,-0.001,0.0009,Pulse wave reflection index,1.07,4830,-2.20 <= Pulse wave reflection index < -0.67,-0.01,-0.01,2
Meat substitutes - vegetarian,,,,0,1.0,0.0,0.0,0.0,0.0048,0.255,0.004,0.0001,Meat substitutes - vegetarian,1.01,80042,-0.18 <= Meat substitutes - vegetarian < 3.10,0.01,0.16,2
Alcohol intake frequency. Once or twice a week,,,,0,1.0,0.0,0.0,0.0,0.001,0.0,-0.025,0.0003,Alcohol intake frequency._Once or twice a week,1.04,68558,Alcohol intake frequency._Once or twice a week < 0.50,0.05,0.07,2
Vascular/heart problems diagnosed by doctor None of the above,,,,0,1.0,0.0,0.0,0.0,0.048,0.0,-0.115,0.0066,Vascular/heart problems diagnosed by doctor_None of the above,1.38,41874,Vascular/heart problems diagnosed by doctor_None of the above < 0.50,-0.02,-0.02,2
Overall health rating Good,,,,0,1.0,0.0,0.0,0.0,0.0024,0.0,-0.048,0.0012,Overall health rating_Good,1.15,43190,Overall health rating_Good < 0.50,-0.08,-0.08,2
Job code at visit assistants,,,,0,1.0,0.0,0.0,0.0,0.0027,0.016,-0.009,0.0001,Job code at visit__assistants,1.01,87221,Job code at visit__assistants < 0.11,-0.01,0.0,2
Rash and other nonspecific skin eruption,,,,0,1.0,0.0,0.0,0.0,0.001,0.0733,-0.004,0.0002,Rash and other nonspecific skin eruption,1.0,90827,-1.00 <= Rash and other nonspecific skin eruption < 0.34,-0.09,-0.09,2
Job code at visit distribution,,,,0,1.0,0.0,0.0,0.0,0.0003,0.0831,0.006,0.0,Job code at visit__distribution,1.0,91227,Job code at visit__distribution < 0.23,-0.06,0.03,2
medication garlic,,,,0,1.0,0.0,0.0,0.0,0.0003,0.1469,-0.005,0.0,Treatment/medication code | Array 0__garlic,1.0,91412,Treatment/medication code | Array 0__garlic < 0.32,0.03,0.04,2
Average Diameter for HDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0006,0.0,-0.021,0.03,Average Diameter for HDL Particles,1.15,7281,-3.00 <= Average Diameter for HDL Particles < -0.96,0.01,0.01,2
"Medication for cholesterol, blood pressure or diabetes Medication Cholesterol lowering medication|Blood pressure medication|Insulin",,,,0,1.0,0.0,0.0,0.0,0.0004,0.0237,0.007,0.0,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin",1.21,1006,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin >= 0.50",-0.08,-0.03,2
Job code at visit teaching,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0,-0.022,0.0003,Job code at visit__teaching,1.01,87979,Job code at visit__teaching < 0.12,-0.04,-0.01,2
Vascular/heart problems diagnosed by doctor High blood pressure,,,,0,1.0,0.0,0.0,0.0,0.0027,0.0,0.082,0.0032,Vascular/heart problems diagnosed by doctor_High blood pressure,1.34,30845,Vascular/heart problems diagnosed by doctor_High blood pressure >= 0.50,0.02,0.02,2
Job code at visit professionals,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0,-0.022,0.0004,Job code at visit__professionals,1.02,85437,Job code at visit__professionals < 0.11,-0.07,-0.0,2
dietary changes in the last 5 years,,,,0,1.0,0.0,0.0,0.0,0.0036,0.0,-0.033,0.0005,Major dietary changes in the last 5 years_No,1.11,39187,Major dietary changes in the last 5 years_No < 0.50,0.08,0.08,2
Fluid intelligence score,,,,0,1.0,0.0,0.0,0.0,0.0006,0.0108,-0.008,0.0001,Fluid intelligence score,1.26,1102,-3.60 <= Fluid intelligence score < -2.80,-0.1,-0.1,2
Concentration of Medium LDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0027,0.0,-0.017,0.0594,Concentration of Medium LDL Particles,1.38,1141,-3.70 <= Concentration of Medium LDL Particles < -2.80,-0.01,-0.01,2
Job code at visit teaching professionals,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0,-0.022,0.0003,Job code at visit__teaching professionals,1.01,87979,Job code at visit__teaching professionals < 0.12,-0.06,-0.01,2
avMSE,,,,0,1.0,0.0,0.0,0.0,0.0021,0.7352,-0.001,0.0411,avMSE,1.12,6630,-4.00 <= avMSE < -0.09,0.1,0.1,2
M79.66 - Pain in limb (Lower leg),,,,0,1.0,0.0,0.0,0.0,0.0016,0.1388,0.006,0.0002,M79.66 - Pain in limb (Lower leg),1.0,90618,-0.49 <= M79.66 - Pain in limb (Lower leg) < 0.39,0.06,0.06,2
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones Cholesterol lowering medication|Blood pressure medication",,,,0,1.0,0.0,0.0,0.0,0.0008,0.0,0.03,0.0004,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication",1.5,2844,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.09,-0.09,2
Circulatory disease NEC,,,,0,1.0,0.0,0.0,0.0,0.0015,0.039,-0.002,0.0007,Circulatory disease NEC,1.39,1979,-4.80 <= Circulatory disease NEC < -0.20,0.03,0.03,2
Age angina diagnosed infrequent,,,,0,1.0,0.0,0.0,0.0,0.0003,0.0,0.021,0.0002,Age angina diagnosed_infrequent_,1.0,91445,Age angina diagnosed_infrequent_ < 0.50,0.13,0.16,2
medication adalat 5mg,,,,0,1.0,0.0,0.0,0.0,0.0005,0.0,0.014,0.0001,Treatment/medication code | Array 0__adalat 5mg,1.0,91198,Treatment/medication code | Array 0__adalat 5mg < 0.24,-0.01,-0.01,2
Age diabetes diagnosed,,,,0,1.0,0.0,0.0,0.0,0.0068,0.0,0.027,0.0012,Age diabetes diagnosed,1.52,1339,Age diabetes diagnosed >= 2.50,-0.05,-0.05,2
Home area population density - urban or rural England/Wales - Urban - less sparse,,,,0,1.0,0.0,0.0,0.0,0.004,0.0,0.034,0.0006,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.05,73086,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50,-0.05,0.06,2
M54.56 - Low back pain (Lumbar region),,,,0,1.0,0.0,0.0,0.0,0.0015,0.0004,0.012,0.0002,M54.56 - Low back pain (Lumbar region),1.0,91086,-17.00 <= M54.56 - Low back pain (Lumbar region) < 0.75,0.01,0.01,2
M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,,,,0,1.0,0.0,0.0,0.0,0.0005,0.0877,0.007,0.0002,M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,1.0,90946,-9.00 <= M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy < 4.40,-0.01,-0.01,2
dietary changes in the last 5 years Prefer not to answer,,,,0,1.0,0.0,0.0,0.0,0.0004,0.013,0.008,0.0,Major dietary changes in the last 5 years_Prefer not to answer,1.0,91330,Major dietary changes in the last 5 years_Prefer not to answer < 0.50,0.11,0.11,2
Mental health conditions ever diagnosed by a professional depression,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0,-0.015,0.0014,Mental health conditions ever diagnosed by a professional__depression,1.01,87118,Mental health conditions ever diagnosed by a professional__depression < 0.08,-0.04,-0.04,2
Job code at visit vocational,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0421,-0.006,0.0,Job code at visit__vocational,1.0,91258,Job code at visit__vocational < 0.19,-0.05,0.01,2
M47.82 - Other spondylosis (Cervical region),,,,0,1.0,0.0,0.0,0.0,0.001,0.1002,-0.005,0.0002,M47.82 - Other spondylosis (Cervical region),1.0,90852,-0.73 <= M47.82 - Other spondylosis (Cervical region) < 0.34,0.14,0.19,2
Home area population density - urban or rural Scotland - Other Urban Area,,,,0,1.0,0.0,0.0,0.0,0.0126,0.0,-0.027,0.0005,Home area population density - urban or rural_Scotland - Other Urban Area,1.01,90570,Home area population density - urban or rural_Scotland - Other Urban Area < 0.50,-0.03,0.05,2
Apolipoprotein A Blood biochemistry,,,,0,1.0,0.0,0.0,0.0,0.054,0.0127,-0.012,0.0102,Apolipoprotein A Blood biochemistry,1.15,7980,-2.10 <= Apolipoprotein A Blood biochemistry < -1.20,-0.07,-0.07,2
Z92.1 - Personal history of long-term (current) use of anticoagulants,,,,0,1.0,0.0,0.0,0.0,0.0187,0.0112,0.001,0.0017,Z92.1 - Personal history of long-term (current) use of anticoagulants,1.66,2685,Z92.1 - Personal history of long-term (current) use of anticoagulants >= 1.30,0.09,0.11,2
Arm fat percentage,,,,0,1.0,0.0,0.0,0.0,0.0467,0.2027,0.016,0.0041,Arm fat percentage (left),1.18,16282,-0.01 <= Arm fat percentage (left) < 0.61,0.01,0.01,2
Cholesterol in IDL,,,,0,1.0,0.0,0.0,0.0,0.0038,0.0,-0.038,0.0679,Cholesterol in IDL,1.76,1026,-4.60 <= Cholesterol in IDL < -3.20,-0.05,-0.05,2
Average Diameter for VLDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0014,0.0,0.031,0.0285,Average Diameter for VLDL Particles,1.87,986,3.30 <= Average Diameter for VLDL Particles < 5.90,-0.02,-0.02,2
Other serious medical condition/disability diagnosed by doctor,,,,0,1.0,0.0,0.0,0.0,0.0058,0.0,-0.062,0.0018,Other serious medical condition/disability diagnosed by doctor_No,1.3,25187,Other serious medical condition/disability diagnosed by doctor_No < 0.50,-0.11,-0.11,2
Z87.4 - Personal history of diseases of the genito-urinary system,,,,0,1.0,0.0,0.0,0.0,0.0016,0.7627,0.003,0.0002,Z87.4 - Personal history of diseases of the genito-urinary system,0.99,89488,-2.00 <= Z87.4 - Personal history of diseases of the genito-urinary system < 0.02,0.02,0.02,2
Average Diameter for LDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0009,0.0,-0.027,0.0039,Average Diameter for LDL Particles,1.21,7036,-5.50 <= Average Diameter for LDL Particles < -0.75,-0.06,-0.06,2
"Medication for cholesterol, blood pressure or diabetes Cholesterol lowering medication|Blood pressure medication",,,,0,1.0,0.0,0.0,0.0,0.0009,0.0,0.085,0.0032,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50",-0.08,-0.08,2
Concentration of Very Large HDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0016,0.0,-0.032,0.0566,Concentration of Very Large HDL Particles,1.36,1434,-2.80 <= Concentration of Very Large HDL Particles < -2.10,-0.04,-0.04,2
Townsend deprivation index at recruitment,,,,0,1.0,0.0,0.0,0.0,0.0061,0.0,0.025,0.0094,Townsend deprivation index at recruitment,1.19,10276,1.40 <= Townsend deprivation index at recruitment < 2.90,-0.08,0.12,2
Z96.6 - Presence of orthopaedic joint implants,,,,0,1.0,0.0,0.0,0.0,0.0008,0.0006,-0.007,0.0003,Z96.6 - Presence of orthopaedic joint implants,1.33,1458,-6.30 <= Z96.6 - Presence of orthopaedic joint implants < -0.35,0.06,0.07,2
Mental health conditions ever diagnosed by a professional group group,,,,0,1.0,0.0,0.0,0.0,0.0062,0.0,-0.036,0.001,Mental health conditions ever diagnosed by a professional__group group,1.06,68835,Mental health conditions ever diagnosed by a professional__group group < 0.03,0.02,0.02,2
Number of treatments/medications taken,,,,0,1.0,0.0,0.0,0.0,0.0825,0.0,0.136,0.01,Number of treatments/medications taken,2.16,4076,Number of treatments/medications taken >= 2.00,-0.01,-0.01,2
Number of self-reported non-cancer illnesses,,,,0,1.0,0.0,0.0,0.0,0.0883,0.0,0.138,0.0101,Number of self-reported non-cancer illnesses,2.36,1149,Number of self-reported non-cancer illnesses >= 3.00,0.08,0.08,2
Job code at visit education,,,,0,1.0,0.0,0.0,0.0,0.0003,0.0,-0.019,0.0002,Job code at visit__education,1.01,88208,Job code at visit__education < 0.12,-0.04,-0.0,2
M25.56 - Pain in joint (Lower leg),,,,0,1.0,0.0,0.0,0.0,0.0012,0.0548,0.008,0.0003,M25.56 - Pain in joint (Lower leg),0.99,90802,-0.65 <= M25.56 - Pain in joint (Lower leg) < 0.29,-0.01,-0.01,2
Job code at visit chartered,,,,0,1.0,0.0,0.0,0.0,0.0005,0.0684,-0.006,0.0,Job code at visit__chartered,1.0,90183,Job code at visit__chartered < 0.14,-0.02,-0.01,2
Peripheral enthesopathies and allied syndromes,,,,0,1.0,0.0,0.0,0.0,0.0006,0.1883,0.006,0.0004,Peripheral enthesopathies and allied syndromes,0.99,89222,-2.10 <= Peripheral enthesopathies and allied syndromes < 0.90,-0.02,-0.02,2
Concentration of Medium HDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0007,0.0026,0.004,0.06,Concentration of Medium HDL Particles,1.18,1085,3.70 <= Concentration of Medium HDL Particles < 8.70,0.04,0.04,2
Z09.0 - Follow-up examination after surgery for other conditions,,,,0,1.0,0.0,0.0,0.0,0.0005,0.1897,-0.005,0.0002,Z09.0 - Follow-up examination after surgery for other conditions,0.99,90275,-0.25 <= Z09.0 - Follow-up examination after surgery for other conditions < 4.30,-0.03,-0.03,2
"M15.9 - Polyarthrosis, unspecified",,,,0,1.0,0.0,0.0,0.0,0.004,0.0127,0.01,0.0002,"M15.9 - Polyarthrosis, unspecified",0.99,90102,"-0.16 <= M15.9 - Polyarthrosis, unspecified < 0.86",0.1,0.1,2
Z51.5 - Palliative care,,,,0,1.0,0.0,0.0,0.0,0.0241,0.7013,-0.004,0.0013,Z51.5 - Palliative care,1.02,90035,-0.46 <= Z51.5 - Palliative care < 0.85,0.18,0.18,2
Qualifications NVQ or HND or HNC or equivalent,,,,0,1.0,0.0,0.0,0.0,0.0004,0.0026,0.01,0.0,Qualifications_NVQ or HND or HNC or equivalent,1.1,7423,Qualifications_NVQ or HND or HNC or equivalent >= 0.50,-0.02,-0.02,2
Overall health rating Fair,,,,0,1.0,0.0,0.0,0.0,0.0006,0.0,0.05,0.0012,Overall health rating_Fair,1.24,25623,Overall health rating_Fair >= 0.50,-0.1,-0.1,2
"dietary changes in the last 5 years Yes, because of illness",,,,0,1.0,0.0,0.0,0.0,0.0005,0.0,0.054,0.0013,"Major dietary changes in the last 5 years_Yes, because of illness",1.37,14262,"Major dietary changes in the last 5 years_Yes, because of illness >= 0.50",0.11,0.11,2
Home area population density - urban or rural England/Wales - Town and Fringe - less sparse,,,,0,1.0,0.0,0.0,0.0,0.0041,0.0067,0.009,0.0,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse,1.1,5915,Home area population density - urban or rural_England/Wales - Town and Fringe - less sparse >= 0.50,-0.05,0.08,2
Other ill-defined and unknown causes of morbidity and mortality,,,,0,1.0,0.0,0.0,0.0,0.0043,0.7584,-0.005,0.0005,Other ill-defined and unknown causes of morbidity and mortality,1.46,1258,Other ill-defined and unknown causes of morbidity and mortality >= 3.00,0.07,0.07,2
Alcohol intake frequency. Three or four times a week,,,,0,1.0,0.0,0.0,0.0,0.0024,0.0042,0.009,0.0,Alcohol intake frequency._Three or four times a week,1.05,21264,Alcohol intake frequency._Three or four times a week >= 0.50,0.04,0.12,2
Concentration of HDL Particles,,,,0,1.0,0.0,0.0,0.0,0.0008,0.1116,0.002,0.0387,Concentration of HDL Particles,1.21,2381,Concentration of HDL Particles < -2.30,-0.04,-0.04,2
Overall health rating Excellent,,,,0,1.0,0.0,0.0,0.0,0.0012,0.0,-0.046,0.0012,Overall health rating_Excellent,1.05,81543,Overall health rating_Excellent < 0.50,-0.1,-0.1,2
medication cilexetil,,,,0,1.0,0.0,0.0,0.0,0.0005,0.0972,0.005,0.0,Treatment/medication code | Array 0__cilexetil,1.0,91269,Treatment/medication code | Array 0__cilexetil < 0.29,0.03,0.03,2
Cancer of prostate,,,,0,1.0,0.0,0.0,0.0,0.005,0.7964,0.0,0.0003,Cancer of prostate,1.01,88093,-0.14 <= Cancer of prostate < 0.15,0.23,0.23,2
medication diclofenac,,,,0,1.0,0.0,0.0,0.0,0.0036,0.0,0.015,0.0001,Treatment/medication code | Array 0__diclofenac,1.0,90740,Treatment/medication code | Array 0__diclofenac < 0.37,0.0,0.0,2
medication capsule,,,,0,1.0,0.0,0.0,0.0,0.0011,0.0,-0.014,0.0007,Treatment/medication code | Array 0__capsule,1.01,88303,Treatment/medication code | Array 0__capsule < 0.24,0.08,0.11,2
