name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
Shortness of breath,0.00119,0.49737,0.007,0.007,1,0.00032,Shortness of breath,1.19,946,1.23,2.10 <= Shortness of breath < 7.40
M25.56 - Pain in joint (Lower leg),0.00118,0.05481,0.008,0.008,1,0.00034,M25.56 - Pain in joint (Lower leg),0.99,90802,98.5,-0.65 <= M25.56 - Pain in joint (Lower leg) < 0.29
Tobacco use disorder,0.00116,0.21959,-0.004,-0.004,1,0.00029,Tobacco use disorder,1.25,1364,1.87,-6.60 <= Tobacco use disorder < -2.00
"Osteoarthrosis, localized, primary",0.00114,0.2175,-0.005,-0.005,1,0.00056,"Osteoarthrosis, localized, primary",1.45,943,1.5,"-11.00 <= Osteoarthrosis, localized, primary < -2.90"
M48.06 - Spinal stenosis (Lumbar region),0.00112,0.86771,0.005,0.005,1,0.00021,M48.06 - Spinal stenosis (Lumbar region),1.0,90738,98.66,-0.80 <= M48.06 - Spinal stenosis (Lumbar region) < 3.80
Treatment/medication code | Array 0 capsule,0.0011,0.0,-0.014,-0.014,1,0.00068,Treatment/medication code | Array 0__capsule,1.01,88303,97.26,Treatment/medication code | Array 0__capsule < 0.24
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_None of the above",0.00109,0.0,-0.067,-0.067,1,0.0027,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_None of the above",1.07,81774,95.46,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_None of the above < 0.50"
Alcohol intake frequency._Once or twice a week,0.00105,0.0,-0.025,-0.025,1,0.00033,Alcohol intake frequency._Once or twice a week,1.04,68558,78.14,Alcohol intake frequency._Once or twice a week < 0.50
M47.82 - Other spondylosis (Cervical region),0.00105,0.10022,-0.005,-0.005,1,0.00023,M47.82 - Other spondylosis (Cervical region),1.0,90852,98.83,-0.73 <= M47.82 - Other spondylosis (Cervical region) < 0.34
Pneumococcal pneumonia,0.00104,0.10033,-0.004,-0.004,1,0.00023,Pneumococcal pneumonia,1.0,90494,98.44,-4.70 <= Pneumococcal pneumonia < 5.00
Osteoarthritis; localized,0.00103,0.01798,-0.004,-0.004,1,0.0002,Osteoarthritis; localized,1.12,947,1.16,-5.50 <= Osteoarthritis; localized < -0.13
Hyposmolality and/or hyponatremia,0.00102,0.68331,-0.002,-0.002,1,0.00015,Hyposmolality and/or hyponatremia,1.0,90782,99.37,-0.35 <= Hyposmolality and/or hyponatremia < 1.20
Rash and other nonspecific skin eruption,0.00101,0.07332,-0.004,-0.004,1,0.00019,Rash and other nonspecific skin eruption,1.0,90827,98.91,-1.00 <= Rash and other nonspecific skin eruption < 0.34
Hearing loss,0.00101,0.4131,0.006,0.006,1,0.00027,Hearing loss,1.0,90120,97.99,-0.47 <= Hearing loss < 0.54
Complications of surgical and medical procedures,0.00096,0.01821,0.006,0.006,1,0.00023,Complications of surgical and medical procedures,1.0,90414,98.3,-0.19 <= Complications of surgical and medical procedures < 0.23
"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",0.00094,0.0,0.085,0.085,1,0.00321,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication",1.58,14743,25.45,"Medication for cholesterol, blood pressure or diabetes_Cholesterol lowering medication|Blood pressure medication >= 0.50"
Average Diameter for LDL Particles,0.0009,0.0,-0.027,-0.025,1,0.00392,Average Diameter for LDL Particles,1.21,7036,9.26,-5.50 <= Average Diameter for LDL Particles < -0.75
"Non-cancer illness code, self-reported | Array 1 diabetes",0.00089,0.0,0.022,0.022,1,0.00025,"Non-cancer illness code, self-reported | Array 1__diabetes",1.33,3899,5.66,"Non-cancer illness code, self-reported | Array 1__diabetes >= 0.43"
Concentration of Small HDL Particles,0.00088,0.0,0.01,0.01,1,0.05416,Concentration of Small HDL Particles,1.44,1117,1.76,2.10 <= Concentration of Small HDL Particles < 2.70
"Non-cancer illness code, self-reported | Array 0 hypertension",0.00088,0.0,0.084,0.084,1,0.00337,"Non-cancer illness code, self-reported | Array 0__hypertension",1.36,29822,44.25,"Non-cancer illness code, self-reported | Array 0__hypertension >= 0.61"
Other and unspecified disc disorder,0.00087,0.11008,0.006,0.006,1,0.00026,Other and unspecified disc disorder,1.0,90789,98.9,-7.00 <= Other and unspecified disc disorder < 3.60
Altered mental status,0.00085,0.16853,-0.005,-0.005,1,0.00015,Altered mental status,1.0,90929,99.41,-13.00 <= Altered mental status < 2.40
Abnormal findings examination of lungs,0.00083,0.08446,-0.002,-0.002,1,0.00019,Abnormal findings examination of lungs,1.0,91075,99.43,-3.20 <= Abnormal findings examination of lungs < 8.40
Concentration of Large LDL Particles,0.00083,0.0,-0.024,-0.022,1,0.06832,Concentration of Large LDL Particles,1.16,7437,9.46,-3.50 <= Concentration of Large LDL Particles < -0.85
Concentration of HDL Particles,0.00082,0.11155,0.002,0.002,1,0.0387,Concentration of HDL Particles,1.21,2381,3.16,Concentration of HDL Particles < -2.30
Y83.8 - Other surgical procedures,0.00081,0.03986,0.008,0.008,1,0.00022,Y83.8 - Other surgical procedures,0.99,89841,97.42,-2.00 <= Y83.8 - Other surgical procedures < 0.00
Age high blood pressure diagnosed_23,0.0008,0.0,0.017,0.017,1,0.0001,Age high blood pressure diagnosed_23,1.0,91528,99.8,Age high blood pressure diagnosed_23 < 0.50
Z96.6 - Presence of orthopaedic joint implants,0.00079,0.00055,-0.007,-0.007,1,0.0003,Z96.6 - Presence of orthopaedic joint implants,1.33,1458,2.12,-6.30 <= Z96.6 - Presence of orthopaedic joint implants < -0.35
Treatment/medication code | Array 0 arcoxia,0.00079,0.0,0.016,0.016,1,0.0001,Treatment/medication code | Array 0__arcoxia,1.0,91515,99.78,Treatment/medication code | Array 0__arcoxia < 0.24
Alcohol-related disorders,0.00078,0.00488,0.009,0.009,1,0.00074,Alcohol-related disorders,0.99,89420,96.4,-0.04 <= Alcohol-related disorders < 0.44
"Non-cancer illness code, self-reported | Array 0 infarction",0.00077,0.0,0.044,0.044,1,0.00084,"Non-cancer illness code, self-reported | Array 0__infarction",1.57,4618,7.92,"Non-cancer illness code, self-reported | Array 0__infarction >= 0.19"
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication",0.00075,0.0,0.03,0.03,1,0.0004,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication",1.5,2844,4.67,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Cholesterol lowering medication|Blood pressure medication >= 0.50"
Age high blood pressure diagnosed_40,0.00073,0.0,0.037,0.037,1,0.00056,Age high blood pressure diagnosed_40,1.76,1861,3.58,Age high blood pressure diagnosed_40 >= 0.50
"Non-cancer illness code, self-reported | Array 1 asthma",0.00072,0.0,0.026,0.026,1,0.0003,"Non-cancer illness code, self-reported | Array 1__asthma",1.36,4004,5.94,"Non-cancer illness code, self-reported | Array 1__asthma >= 0.50"
Job code at visit sales,0.00071,0.02984,0.007,0.007,1,6e-05,Job code at visit__sales,1.26,1227,1.68,0.41 <= Job code at visit__sales < 0.45
Dental caries,0.00068,0.06559,-0.004,-0.004,1,0.00017,Dental caries,1.0,90780,98.73,-1.90 <= Dental caries < 3.40
"Non-cancer illness code, self-reported | Array 1 kidney",0.00068,0.0,0.025,0.025,1,0.00052,"Non-cancer illness code, self-reported | Array 1__kidney",0.99,90998,98.74,"Non-cancer illness code, self-reported | Array 1__kidney < 0.11"
Concentration of Medium HDL Particles,0.00066,0.0026,0.004,0.004,1,0.06003,Concentration of Medium HDL Particles,1.18,1085,1.4,3.70 <= Concentration of Medium HDL Particles < 8.70
Peripheral enthesopathies and allied syndromes,0.00065,0.18829,0.006,0.006,1,0.00038,Peripheral enthesopathies and allied syndromes,0.99,89222,96.79,-2.10 <= Peripheral enthesopathies and allied syndromes < 0.90
"Other diseases of respiratory system, NEC",0.00064,0.0058,-0.006,-0.006,1,0.00029,"Other diseases of respiratory system, NEC",1.01,1693,1.87,"Other diseases of respiratory system, NEC >= 2.10"
Qualifications_None,0.00063,0.00484,0.009,0.009,1,4e-05,Qualifications_None,1.27,986,1.36,Qualifications_None >= 0.50
Epistaxis or throat hemorrhage,0.00063,0.00241,-0.005,-0.005,1,0.00038,Epistaxis or throat hemorrhage,0.99,90943,98.68,-0.65 <= Epistaxis or throat hemorrhage < 8.90
"Non-cancer illness code, self-reported | Array 1 depression",0.00063,0.05364,-0.006,-0.006,1,2e-05,"Non-cancer illness code, self-reported | Array 1__depression",1.0,90295,98.81,"Non-cancer illness code, self-reported | Array 1__depression < 0.12"
Ulcerative colitis,0.00062,0.17928,-0.005,-0.005,1,0.00025,Ulcerative colitis,1.0,91152,99.36,Ulcerative colitis >= -0.18
Umbilical hernia,0.00062,0.00736,-0.005,-0.005,1,0.00025,Umbilical hernia,1.0,89838,97.61,-1.20 <= Umbilical hernia < 0.56
"Non-cancer illness code, self-reported | Array 3 kidney",0.00062,0.0,0.029,0.029,1,0.0004,"Non-cancer illness code, self-reported | Array 3__kidney",0.99,91272,99.14,"Non-cancer illness code, self-reported | Array 3__kidney < 0.11"
Mental health conditions ever diagnosed by a professional group depression,0.00061,1e-05,-0.015,-0.015,1,0.00101,Mental health conditions ever diagnosed by a professional__group depression,1.01,87484,96.48,Mental health conditions ever diagnosed by a professional__group depression < 0.15
Overall health rating_Fair,0.0006,0.0,0.05,0.05,1,0.00121,Overall health rating_Fair,1.24,25623,34.72,Overall health rating_Fair >= 0.50
Treatment/medication code | Array 0 alfacalcidol,0.0006,0.0,0.038,0.038,1,0.00045,Treatment/medication code | Array 0__alfacalcidol,1.0,91465,99.44,Treatment/medication code | Array 0__alfacalcidol < 0.50
"Non-cancer illness code, self-reported | Array 1 hypertension",0.0006,0.0,0.049,0.049,1,0.00104,"Non-cancer illness code, self-reported | Array 1__hypertension",1.63,4508,8.04,"Non-cancer illness code, self-reported | Array 1__hypertension >= 0.68"
GERD,0.00058,0.09193,-0.005,-0.005,1,0.0001,GERD,1.0,89393,97.39,-0.63 <= GERD < 4.40
Average Diameter for HDL Particles,0.00057,0.0,-0.021,-0.02,1,0.02997,Average Diameter for HDL Particles,1.15,7281,9.12,-3.00 <= Average Diameter for HDL Particles < -0.96
Complications of transplants and reattached limbs,0.00057,0.1044,-0.002,-0.002,1,0.00019,Complications of transplants and reattached limbs,0.99,89350,97.0,-1.40 <= Complications of transplants and reattached limbs < 0.39
Fluid intelligence score,0.00056,0.01085,-0.008,-0.007,1,0.00012,Fluid intelligence score,1.26,1102,1.52,-3.60 <= Fluid intelligence score < -2.80
M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,0.00054,0.08766,0.007,0.007,1,0.00024,M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy,1.0,90946,99.1,-9.00 <= M51.1 - Lumbar and other intervertebral disk disorders with radiculopathy < 4.40
Treatment/medication code | Array 0 ibuprofen,0.00054,0.0,-0.026,-0.026,1,0.00042,Treatment/medication code | Array 0__ibuprofen,1.02,87653,97.28,Treatment/medication code | Array 0__ibuprofen < 0.57
Rheumatoid arthritis,0.00054,0.14995,0.004,0.004,1,0.00024,Rheumatoid arthritis,1.0,90983,99.08,-3.10 <= Rheumatoid arthritis < 3.60
Job code at visit chartered,0.00053,0.06838,-0.006,-0.006,1,2e-05,Job code at visit__chartered,1.0,90183,98.69,Job code at visit__chartered < 0.14
Job code at visit officers,0.0005,0.01663,-0.009,-0.009,1,0.00014,Job code at visit__officers,1.01,88472,97.08,Job code at visit__officers < 0.09
"Major dietary changes in the last 5 years_Yes, because of illness",0.00049,0.0,0.054,0.054,1,0.00133,"Major dietary changes in the last 5 years_Yes, because of illness",1.37,14262,21.41,"Major dietary changes in the last 5 years_Yes, because of illness >= 0.50"
Treatment/medication code | Array 0 cialis 10mg,0.00047,0.10237,0.005,0.005,1,1e-05,Treatment/medication code | Array 0__cialis 10mg,1.0,91536,99.9,Treatment/medication code | Array 0__cialis 10mg < 0.28
Treatment/medication code | Array 0 adalat 5mg,0.00047,3e-05,0.014,0.014,1,8e-05,Treatment/medication code | Array 0__adalat 5mg,1.0,91198,99.3,Treatment/medication code | Array 0__adalat 5mg < 0.24
"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication",0.00047,0.0,0.055,0.055,1,0.00135,"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication",1.49,9276,15.1,"Medication for cholesterol, blood pressure or diabetes_Blood pressure medication >= 0.50"
Syncope and collapse,0.00046,0.02641,-0.003,-0.003,1,0.00028,Syncope and collapse,1.37,988,1.47,-5.90 <= Syncope and collapse < -0.17
Treatment/medication code | Array 0 cilexetil,0.00046,0.09717,0.005,0.005,1,1e-05,Treatment/medication code | Array 0__cilexetil,1.0,91269,99.55,Treatment/medication code | Array 0__cilexetil < 0.29
"Non-cancer illness code, self-reported | Array 1 osteoarthritis",0.00046,0.00049,0.012,0.012,1,6e-05,"Non-cancer illness code, self-reported | Array 1__osteoarthritis",1.2,2704,3.54,"Non-cancer illness code, self-reported | Array 1__osteoarthritis >= 0.50"
Z09.0 - Follow-up examination after surgery for other conditions,0.00046,0.18969,-0.005,-0.005,1,0.00025,Z09.0 - Follow-up examination after surgery for other conditions,0.99,90275,97.87,-0.25 <= Z09.0 - Follow-up examination after surgery for other conditions < 4.30
Qualifications_NVQ or HND or HNC or equivalent,0.00045,0.00257,0.01,0.01,1,5e-05,Qualifications_NVQ or HND or HNC or equivalent,1.1,7423,8.92,Qualifications_NVQ or HND or HNC or equivalent >= 0.50
Other specified cardiac dysrhythmias,0.00044,0.16262,0.006,0.006,1,0.00031,Other specified cardiac dysrhythmias,0.99,90042,97.72,-0.12 <= Other specified cardiac dysrhythmias < 0.98
Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,0.00044,0.01086,-0.008,-0.008,1,4e-05,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent,1.0,90738,99.31,Qualifications_A levels/AS levels or equivalent|O levels/GCSEs or equivalent|NVQ or HND or HNC or equivalent < 0.50
"Non-cancer illness code, self-reported | Array 2 failure",0.00044,0.0,0.035,0.035,1,0.00044,"Non-cancer illness code, self-reported | Array 2__failure",1.0,91470,99.49,"Non-cancer illness code, self-reported | Array 2__failure < 0.18"
"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin",0.00043,0.02373,0.007,0.007,1,3e-05,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin",1.21,1006,1.33,"Medication for cholesterol, blood pressure or diabetes Medication_Cholesterol lowering medication|Blood pressure medication|Insulin >= 0.50"
Treatment/medication code | Array 0 100mg capsule,0.00043,0.00397,0.009,0.009,1,3e-05,Treatment/medication code | Array 0__100mg capsule,1.0,91540,99.88,Treatment/medication code | Array 0__100mg capsule < 0.25
Job code at visit teaching,0.00043,0.0,-0.022,-0.022,1,0.00029,Job code at visit__teaching,1.01,87979,97.33,Job code at visit__teaching < 0.12
Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,0.00042,0.00014,-0.013,-0.013,1,8e-05,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent,1.01,88450,97.26,Qualifications_College or University degree|A levels/AS levels or equivalent|O levels/GCSEs or equivalent < 0.50
Type 1 diabetes,0.00042,0.00311,0.006,0.006,1,0.00023,Type 1 diabetes,1.0,90689,98.73,-0.06 <= Type 1 diabetes < 6.30
Vascular/heart problems diagnosed by doctor_Angina,0.00042,0.07803,-0.006,-0.006,1,2e-05,Vascular/heart problems diagnosed by doctor_Angina,1.0,90076,98.57,Vascular/heart problems diagnosed by doctor_Angina < 0.50
Occlusion of cerebral arteries,0.00041,0.0176,-0.005,-0.005,1,0.0002,Occlusion of cerebral arteries,1.0,90341,98.43,-2.60 <= Occlusion of cerebral arteries < 0.04
Job code at visit professionals,0.00041,0.0,-0.022,-0.022,1,0.00037,Job code at visit__professionals,1.02,85437,94.93,Job code at visit__professionals < 0.11
Congenital anomalies of great vessels,0.0004,0.16974,0.005,0.005,1,0.00024,Congenital anomalies of great vessels,1.0,90650,98.57,-2.30 <= Congenital anomalies of great vessels < 0.41
"Non-cancer illness code, self-reported | Array 1 high cholesterol",0.0004,0.00701,0.009,0.009,1,4e-05,"Non-cancer illness code, self-reported | Array 1__high cholesterol",1.1,5775,6.95,"Non-cancer illness code, self-reported | Array 1__high cholesterol >= 0.29"
Cholesterol in Large HDL,0.00039,0.0,-0.031,-0.029,1,0.0636,Cholesterol in Large HDL,1.21,8276,10.96,-2.80 <= Cholesterol in Large HDL < -0.90
Mental health conditions ever diagnosed by a professional depression,0.00038,0.0,-0.015,-0.015,1,0.00135,Mental health conditions ever diagnosed by a professional__depression,1.01,87118,96.13,Mental health conditions ever diagnosed by a professional__depression < 0.08
"Non-cancer illness code, self-reported | Array 1 hypothyroidism",0.00038,0.12476,-0.005,-0.005,1,1e-05,"Non-cancer illness code, self-reported | Array 1__hypothyroidism",1.0,90531,99.01,"Non-cancer illness code, self-reported | Array 1__hypothyroidism < 0.29"
"M19.97 - Arthrosis, unspecified (Ankle and foot)",0.00038,0.10544,0.002,0.002,1,0.00013,"M19.97 - Arthrosis, unspecified (Ankle and foot)",1.0,91367,99.76,"-6.50 <= M19.97 - Arthrosis, unspecified (Ankle and foot) < 13.00"
Job code at visit teaching professionals,0.00038,0.0,-0.022,-0.022,1,0.00029,Job code at visit__teaching professionals,1.01,87979,97.33,Job code at visit__teaching professionals < 0.12
Treatment/medication code | Array 0 2mg,0.00037,0.04048,0.007,0.007,1,4e-05,Treatment/medication code | Array 0__2mg,1.0,91420,99.71,Treatment/medication code | Array 0__2mg < 0.46
Chronic ulcer of skin,0.00037,0.12267,0.009,0.009,1,0.00021,Chronic ulcer of skin,1.0,90946,99.02,-3.30 <= Chronic ulcer of skin < 1.10
Job code at visit vocational,0.00036,0.04211,-0.006,-0.006,1,3e-05,Job code at visit__vocational,1.0,91258,99.75,Job code at visit__vocational < 0.19
Major dietary changes in the last 5 years_Prefer not to answer,0.00036,0.01298,0.008,0.008,1,3e-05,Major dietary changes in the last 5 years_Prefer not to answer,1.0,91330,99.59,Major dietary changes in the last 5 years_Prefer not to answer < 0.50
"Non-cancer illness code, self-reported | Array 3 chronic",0.00035,0.16758,0.006,0.006,1,4e-05,"Non-cancer illness code, self-reported | Array 3__chronic",1.0,91265,99.54,"Non-cancer illness code, self-reported | Array 3__chronic < 0.14"
