name,feature_importance,p_val,corr,corr_kendal,support,MutualInfoTarget,raw_name,F.Split-Lift (y==1),F.Split-Support,F.Split-Target % Covered,F.Split-Feature Split
Tea intake,0.00234,0.2027,0.002,0.001,189607,0.00291,Tea intake,1.15,2519,1.53,2.70 <= Tea intake < 6.10
Other chronic nonalcoholic liver disease,0.0023,0.31972,0.009,0.009,189607,0.0,Other chronic nonalcoholic liver disease,2.28,169,0.2,6.20 <= Other chronic nonalcoholic liver disease < 10.00
Illnesses of siblings_1_None of the above (group 2),0.00227,0.0,-0.018,-0.018,189607,0.02985,Illnesses of siblings_1_None of the above (group 2),1.07,79071,44.47,Illnesses of siblings_1_None of the above (group 2) < 0.50
(IOP) intraocular pressure genetic risk,0.00224,0.7128,0.001,0.001,189607,0.00025,(IOP) intraocular pressure genetic risk,1.01,130935,69.74,-0.51 <= (IOP) intraocular pressure genetic risk < 2.40
Treatment/medication code | Array 0 10mg capsule,0.00224,2e-05,0.01,0.01,189607,7e-05,Treatment/medication code | Array 0__10mg capsule,1.81,280,0.27,Treatment/medication code | Array 0__10mg capsule >= 0.36
(T1D) type 1 diabetes genetic risk,0.00223,0.00666,0.006,0.005,189607,0.0,(T1D) type 1 diabetes genetic risk,1.98,128,0.13,-0.17 <= (T1D) type 1 diabetes genetic risk < -0.17
Concentration of Large VLDL Particles,0.0022,0.0,0.015,0.014,189607,0.00092,Concentration of Large VLDL Particles,1.46,1434,1.1,1.10 <= Concentration of Large VLDL Particles < 1.40
"Non-cancer illness code, self-reported | Array 1 high cholesterol",0.00217,0.0,-0.012,-0.012,189607,0.00097,"Non-cancer illness code, self-reported | Array 1__high cholesterol",1.01,180471,95.96,"Non-cancer illness code, self-reported | Array 1__high cholesterol < 0.29"
Secondary malignant neoplasm of liver,0.00215,0.1931,0.0,0.0,189607,0.00034,Secondary malignant neoplasm of liver,1.38,120,0.09,Secondary malignant neoplasm of liver >= 13.00
Duodenitis,0.00209,1e-05,0.009,0.009,189607,0.0,Duodenitis,2.1,199,0.22,Duodenitis >= 8.90
"Non-cancer illness code, self-reported | Array 1 cholesterol",0.00206,0.0,-0.012,-0.012,189607,0.00154,"Non-cancer illness code, self-reported | Array 1__cholesterol",1.01,180471,95.96,"Non-cancer illness code, self-reported | Array 1__cholesterol < 0.29"
Type 2 diabetes,0.00204,0.0005,-0.004,-0.004,189607,0.0,Type 2 diabetes,1.66,930,0.81,-11.00 <= Type 2 diabetes < -6.40
Age high blood pressure diagnosed_50,0.00198,0.0,0.012,0.012,189607,0.00033,Age high blood pressure diagnosed_50,1.22,5166,3.32,Age high blood pressure diagnosed_50 >= 0.50
Sodium in urine,0.00197,0.00457,0.007,0.005,189607,0.00011,Sodium in urine,1.36,879,0.63,3.10 <= Sodium in urine < 3.80
Concentration of Very Large HDL Particles,0.00197,0.0,-0.019,-0.018,189607,0.00086,Concentration of Very Large HDL Particles,1.11,23805,13.98,Concentration of Very Large HDL Particles < -0.27
(SLE) systemic lupus erythematosus genetic risk,0.00188,0.09693,0.003,0.003,189607,0.0,(SLE) systemic lupus erythematosus genetic risk,1.56,641,0.53,-1.10 <= (SLE) systemic lupus erythematosus genetic risk < -1.00
Health satisfaction_Very happy,0.00187,0.0,-0.023,-0.023,189607,0.00127,Health satisfaction_Very happy,1.02,172628,93.15,Health satisfaction_Very happy < 0.50
Cholesterol Blood biochemistry,0.00186,0.0,-0.014,-0.011,189607,0.0,Cholesterol Blood biochemistry,1.64,973,0.84,Cholesterol Blood biochemistry < -2.40
Hemorrhoids,0.00186,0.09578,-0.002,-0.002,189607,0.00061,Hemorrhoids,1.39,411,0.3,-3.50 <= Hemorrhoids < -3.30
"Non-cancer illness code, self-reported | Array 1 cholelithiasis gall",0.00184,0.0,0.018,0.018,189607,0.0002,"Non-cancer illness code, self-reported | Array 1__cholelithiasis gall",1.72,1128,1.02,"Non-cancer illness code, self-reported | Array 1__cholelithiasis gall >= 0.22"
"Non-cancer illness code, self-reported | Array 0 cholelithiasis gall",0.00182,0.0,0.02,0.02,189607,0.00097,"Non-cancer illness code, self-reported | Array 0__cholelithiasis gall",1.91,950,0.96,"Non-cancer illness code, self-reported | Array 0__cholelithiasis gall >= 0.22"
Most recent bowel cancer screening_None,0.00179,0.0,-0.012,-0.012,189607,0.03163,Most recent bowel cancer screening_None,1.05,66474,36.83,Most recent bowel cancer screening_None < 0.50
Total protein,0.00178,0.2223,0.003,0.002,189607,0.0002,Total protein,1.35,333,0.24,-2.40 <= Total protein < -2.30
Wheeze or whistling in the chest in last year_Yes,0.00177,0.0,0.028,0.028,189607,0.00532,Wheeze or whistling in the chest in last year_Yes,1.16,45415,27.7,Wheeze or whistling in the chest in last year_Yes >= 0.50
Illnesses of siblings_0_None of the above (group 1),0.00176,0.0,-0.016,-0.016,189607,0.01797,Illnesses of siblings_0_None of the above (group 1),1.04,111338,61.23,Illnesses of siblings_0_None of the above (group 1) < 0.50
Acute renal failure,0.00168,0.00509,0.011,0.011,189607,0.0,Acute renal failure,1.74,411,0.38,Acute renal failure >= 7.20
Cholesterol in Small HDL,0.00166,7e-05,-0.005,-0.005,189607,0.0,Cholesterol in Small HDL,1.43,1808,1.36,Cholesterol in Small HDL < -3.30
Surgery on leg arteries (other than for varicose veins)_No,0.00165,0.00019,0.009,0.009,189607,0.00099,Surgery on leg arteries (other than for varicose veins)_No,1.09,17309,9.91,Surgery on leg arteries (other than for varicose veins)_No >= 0.50
"Medication for cholesterol, blood pressure or diabetes_None of the above",0.00164,0.0,-0.026,-0.026,189607,0.00659,"Medication for cholesterol, blood pressure or diabetes_None of the above",1.05,145947,80.5,"Medication for cholesterol, blood pressure or diabetes_None of the above < 0.50"
Date of all cause dementia report,0.00161,0.0,-0.022,-0.022,189607,0.00101,Date of all cause dementia report,8.2,118,0.51,Date of all cause dementia report < -7.40
"Other chronic ischemic heart disease, unspecified",0.0016,0.03557,-0.001,-0.001,189607,0.0,"Other chronic ischemic heart disease, unspecified",1.63,2030,1.74,"-14.00 <= Other chronic ischemic heart disease, unspecified < -3.50"
Basophill count,0.00159,0.00033,0.005,0.004,189607,0.00301,Basophill count,1.11,20187,11.86,1.20 <= Basophill count < 5.50
Essential hypertension,0.00158,0.0036,-0.003,-0.003,189607,0.00062,Essential hypertension,1.26,9198,6.11,-5.90 <= Essential hypertension < -1.70
Secondary malignancy of respiratory organs,0.00157,0.30411,0.002,0.002,189607,0.0,Secondary malignancy of respiratory organs,1.0,188373,99.8,-0.01 <= Secondary malignancy of respiratory organs < 1.00
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication",0.00155,0.0,0.022,0.022,189607,0.00063,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication",1.27,12711,8.48,"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones_Blood pressure medication >= 0.50"
(UC) ulcerative colitis genetic risk,0.00154,0.10768,0.003,0.002,189607,0.0,(UC) ulcerative colitis genetic risk,1.29,1283,0.88,1.80 <= (UC) ulcerative colitis genetic risk < 1.80
Apolipoprotein B to Apolipoprotein A1 ratio,0.00153,0.0,0.016,0.014,189607,0.0,Apolipoprotein B to Apolipoprotein A1 ratio,1.27,2022,1.36,Apolipoprotein B to Apolipoprotein A1 ratio >= 3.10
(United Kingdom) Year immigrated to UK_None,0.00149,0.0,0.013,0.013,189607,0.02672,(United Kingdom) Year immigrated to UK_None,1.01,173750,92.82,(United Kingdom) Year immigrated to UK_None >= 0.50
Cascot confidence score,0.00147,0.98961,-0.001,-0.001,189607,0.0,Cascot confidence score,1.38,191,0.14,-7.80 <= Cascot confidence score < -6.80
(OP) osteoporosis genetic risk,0.00146,0.77497,0.001,0.0,189607,0.00066,(OP) osteoporosis genetic risk,1.44,297,0.23,-3.00 <= (OP) osteoporosis genetic risk < -2.80
"Non-cancer illness code, self-reported | Array 1 muscle",0.00146,0.12327,-0.003,-0.003,189607,0.0,"Non-cancer illness code, self-reported | Array 1__muscle",1.0,188849,99.67,"Non-cancer illness code, self-reported | Array 1__muscle < 0.18"
Frequency of friend/family visits_2-4 times a week,0.00143,0.0721,0.004,0.004,189607,0.01097,Frequency of friend/family visits_2-4 times a week,1.02,60238,32.38,Frequency of friend/family visits_2-4 times a week >= 0.50
3-Hydroxybutyrate,0.00143,0.17282,-0.002,-0.002,189607,0.0,3-Hydroxybutyrate,1.21,346,0.22,2.70 <= 3-Hydroxybutyrate < 2.90
(BC) breast cancer genetic risk,0.00141,0.05311,0.004,0.004,189607,0.00015,(BC) breast cancer genetic risk,1.01,129831,69.24,(BC) breast cancer genetic risk >= -0.46
Frequency of friend/family visits_Almost daily,0.0014,0.0,0.016,0.016,189607,0.00138,Frequency of friend/family visits_Almost daily,1.13,24894,14.79,Frequency of friend/family visits_Almost daily >= 0.50
"Non-cancer illness code, self-reported | Array 2 gastric reflux",0.00139,0.0,0.014,0.014,189607,0.0,"Non-cancer illness code, self-reported | Array 2__gastric reflux",1.4,2232,1.65,"Non-cancer illness code, self-reported | Array 2__gastric reflux >= 0.14"
Mineral and other dietary supplements_Glucosamine,0.00134,6e-05,-0.009,-0.009,189607,0.00076,Mineral and other dietary supplements_Glucosamine,1.01,177773,94.47,Mineral and other dietary supplements_Glucosamine < 0.50
Symptoms involving nervous and musculoskeletal systems,0.00134,0.23375,0.004,0.004,189607,0.0,Symptoms involving nervous and musculoskeletal systems,1.71,398,0.36,6.50 <= Symptoms involving nervous and musculoskeletal systems < 14.00
Cholesterol in Large LDL,0.00133,0.00011,-0.007,-0.006,189607,0.00139,Cholesterol in Large LDL,1.35,3121,2.22,Cholesterol in Large LDL < -2.90
Allergy/adverse effect of penicillin,0.00132,0.76587,0.003,0.003,189607,0.00023,Allergy/adverse effect of penicillin,1.72,519,0.47,Allergy/adverse effect of penicillin >= 5.30
Treatment/medication code | Array 0 product,0.00131,3e-05,-0.011,-0.011,189607,0.00015,Treatment/medication code | Array 0__product,1.01,182980,97.16,Treatment/medication code | Array 0__product < 0.15
Time spent outdoors in winter_4,0.00129,0.2724,-0.003,-0.003,189607,0.00083,Time spent outdoors in winter_4,1.0,178494,94.33,Time spent outdoors in winter_4 < 0.50
Gestational diabetes only_None,0.00129,0.0,-0.011,-0.011,189607,0.03492,Gestational diabetes only_None,1.18,6096,3.81,Gestational diabetes only_None < 0.50
Other anemias,0.00127,0.35227,0.0,0.0,189607,0.0,Other anemias,2.36,107,0.13,-11.00 <= Other anemias < -10.00
Most recent bowel cancer screening_1,0.00127,3e-05,0.01,0.01,189607,0.0,Most recent bowel cancer screening_1,1.09,17863,10.31,Most recent bowel cancer screening_1 >= 0.50
(BMI) body mass index genetic risk,0.00127,3e-05,0.009,0.008,189607,0.00057,(BMI) body mass index genetic risk,1.25,962,0.63,(BMI) body mass index genetic risk >= 2.60
Alcohol-related disorders,0.00127,0.00392,0.01,0.01,189607,0.0,Alcohol-related disorders,2.1,293,0.32,7.90 <= Alcohol-related disorders < 10.00
Illnesses of mother_1_Lung cancer,0.00126,0.0017,0.007,0.007,189607,0.0,Illnesses of mother_1_Lung cancer,1.2,2399,1.52,Illnesses of mother_1_Lung cancer >= 0.50
Microalbumin in urine,0.00126,0.04297,-0.004,-0.003,189607,0.0,Microalbumin in urine,1.15,8477,5.15,0.00 <= Microalbumin in urine < 10.00
Hearing difficulty/problems_Yes,0.00124,0.00553,0.006,0.006,189607,0.00748,Hearing difficulty/problems_Yes,1.03,50060,27.29,Hearing difficulty/problems_Yes >= 0.50
Irritability_Yes,0.00121,3e-05,0.01,0.01,189607,0.00802,Irritability_Yes,1.05,51107,28.29,Irritability_Yes >= 0.50
Lipoprotein A Blood biochemistry,0.00121,0.20086,-0.003,-0.002,189607,0.00013,Lipoprotein A Blood biochemistry,1.24,647,0.42,Lipoprotein A Blood biochemistry < -0.97
Cholesterol in Medium VLDL,0.0012,0.49204,0.0,0.0,189607,0.00058,Cholesterol in Medium VLDL,1.14,2288,1.37,-4.90 <= Cholesterol in Medium VLDL < -3.10
"Qualifications_Other professional qualifications eg: nursing, teaching",0.00118,0.03196,0.005,0.005,189607,0.00114,"Qualifications_Other professional qualifications eg: nursing, teaching",1.06,10682,5.99,"Qualifications_Other professional qualifications eg: nursing, teaching >= 0.50"
Hypercholesterolemia,0.00118,0.00295,-0.003,-0.003,189607,0.00101,Hypercholesterolemia,1.59,470,0.39,-7.60 <= Hypercholesterolemia < -6.30
Home area population density - urban or rural_England/Wales - Urban - less sparse,0.00117,0.02077,0.005,0.005,189607,0.03432,Home area population density - urban or rural_England/Wales - Urban - less sparse,1.01,151002,80.32,Home area population density - urban or rural_England/Wales - Urban - less sparse >= 0.50
"Non-cancer illness code, self-reported | Array 0 gastric",0.00117,0.00053,0.008,0.008,189607,0.00114,"Non-cancer illness code, self-reported | Array 0__gastric",1.43,323,0.24,"0.31 <= Non-cancer illness code, self-reported | Array 0__gastric < 0.67"
Z09.0 - Follow-up examination after surgery for other conditions,0.00113,0.0004,0.01,0.01,189607,0.00018,Z09.0 - Follow-up examination after surgery for other conditions,1.78,136,0.13,Z09.0 - Follow-up examination after surgery for other conditions >= 11.00
(AF) atrial fibrillation genetic risk,0.00113,0.0976,0.003,0.003,189607,0.0,(AF) atrial fibrillation genetic risk,1.83,96,0.09,-1.80 <= (AF) atrial fibrillation genetic risk < -1.80
A09.9 - Gastroenteritis and colitis of unspecified origin,0.00111,0.0,0.01,0.01,189607,0.00066,A09.9 - Gastroenteritis and colitis of unspecified origin,1.98,377,0.39,A09.9 - Gastroenteritis and colitis of unspecified origin >= 8.70
Arthropathy NOS,0.00111,0.00792,0.01,0.01,189607,0.0,Arthropathy NOS,1.76,119,0.11,-0.41 <= Arthropathy NOS < -0.10
Alcohol drinker status_Never,0.0011,0.0,0.017,0.017,189607,0.00136,Alcohol drinker status_Never,1.23,9548,6.18,Alcohol drinker status_Never >= 0.50
"Non-cancer illness code, self-reported | Array 2 high cholesterol",0.00109,0.11457,-0.004,-0.004,189607,0.0,"Non-cancer illness code, self-reported | Array 2__high cholesterol",1.0,182597,96.52,"Non-cancer illness code, self-reported | Array 2__high cholesterol < 0.29"
"Non-cancer illness code, self-reported | Array 0 bowel",0.00108,0.00055,0.008,0.008,189607,0.00191,"Non-cancer illness code, self-reported | Array 0__bowel",1.32,1187,0.82,"0.23 <= Non-cancer illness code, self-reported | Array 0__bowel < 0.60"
Eosinophill percentage,0.00106,0.52554,0.003,0.002,189607,0.00012,Eosinophill percentage,1.15,1191,0.73,Eosinophill percentage < -1.30
Concentration of IDL Particles,0.00106,0.07437,-0.002,-0.002,189607,0.00019,Concentration of IDL Particles,2.12,104,0.12,4.80 <= Concentration of IDL Particles < 4.90
Job code at visit engineers,0.00106,1e-05,-0.01,-0.01,189607,0.0,Job code at visit__engineers,1.0,186327,98.68,Job code at visit__engineers < 0.27
(CED) coeliac disease genetic risk,0.00105,0.22001,0.003,0.003,189607,0.0,(CED) coeliac disease genetic risk,1.15,4960,3.01,0.48 <= (CED) coeliac disease genetic risk < 0.61
"Non-cancer illness code, self-reported | Array 0 gastro oesophageal",0.00102,0.00391,0.007,0.007,189607,0.00087,"Non-cancer illness code, self-reported | Array 0__gastro oesophageal",1.21,1893,1.21,"Non-cancer illness code, self-reported | Array 0__gastro oesophageal >= 0.14"
Falls in the last year_Only one fall,0.00102,0.06528,0.004,0.004,189607,0.0027,Falls in the last year_Only one fall,1.03,27367,14.9,Falls in the last year_Only one fall >= 0.50
Treatment/medication code | Array 0 capsule,0.00101,0.19177,0.001,0.001,189607,0.00018,Treatment/medication code | Array 0__capsule,1.78,291,0.27,0.39 <= Treatment/medication code | Array 0__capsule < 0.46
Palpitations,0.001,0.58125,-0.001,-0.001,189607,0.0014,Palpitations,1.76,100,0.09,-8.60 <= Palpitations < -6.80
Skin colour_Light olive,0.001,0.10402,-0.004,-0.004,189607,0.0025,Skin colour_Light olive,1.01,155983,82.72,Skin colour_Light olive < 0.50
Variation in diet_Sometimes,0.00098,0.00085,0.008,0.008,189607,0.02953,Variation in diet_Sometimes,1.02,111016,59.74,Variation in diet_Sometimes >= 0.50
(PD) parkinson's disease genetic risk,0.00097,0.03248,-0.005,-0.004,189607,0.00071,(PD) parkinson's disease genetic risk,1.69,273,0.24,0.03 <= (PD) parkinson's disease genetic risk < 0.03
Precordial pain,0.00096,0.00243,0.01,0.01,189607,0.0,Precordial pain,2.08,143,0.16,Precordial pain >= 11.00
Z98.0 - Intestinal bypass and anastomosis status,0.00095,0.12928,0.01,0.01,189607,0.0,Z98.0 - Intestinal bypass and anastomosis status,2.17,167,0.19,-33.00 <= Z98.0 - Intestinal bypass and anastomosis status < -11.00
Concentration of Very Small VLDL Particles,0.00092,0.37846,0.001,0.001,189607,0.00029,Concentration of Very Small VLDL Particles,1.94,125,0.13,4.30 <= Concentration of Very Small VLDL Particles < 4.50
"Non-cancer illness code, self-reported | Array 2 gastric",0.0009,0.0,0.015,0.015,189607,0.0,"Non-cancer illness code, self-reported | Array 2__gastric",1.48,326,0.26,"0.31 <= Non-cancer illness code, self-reported | Array 2__gastric < 0.67"
Hematuria,0.0009,0.09237,0.001,0.001,189607,0.00089,Hematuria,1.49,663,0.52,5.70 <= Hematuria < 6.20
Job code at visit advisers,0.00087,0.03179,-0.004,-0.004,189607,0.0,Job code at visit__advisers,1.41,148,0.11,0.36 <= Job code at visit__advisers < 0.86
"Non-cancer illness code, self-reported | Array 2 disease",0.00086,0.0,0.019,0.019,189607,0.0,"Non-cancer illness code, self-reported | Array 2__disease",2.98,96,0.15,"0.59 <= Non-cancer illness code, self-reported | Array 2__disease < 0.61"
Concentration of Large LDL Particles,0.00085,0.423,0.001,0.001,189607,0.0,Concentration of Large LDL Particles,1.19,2009,1.26,-5.20 <= Concentration of Large LDL Particles < -3.10
"Non-cancer illness code, self-reported | Array 0 cholelithiasis",0.00085,0.0,0.02,0.02,189607,0.00066,"Non-cancer illness code, self-reported | Array 0__cholelithiasis",1.91,950,0.96,"Non-cancer illness code, self-reported | Array 0__cholelithiasis >= 0.22"
